subject_number,condition,group,time_f1,time_f2,time_f3,time_f4,time_f5,time_f6,time_f7,time_f8,time_f9,time_f10,time_f11,time_f12,time_f13,time_f14,time_f15,time_f16,time_f17,time_f18,time_f19,time_f20,time_f21,time_f22,time_f23,time_f24,time_f25,time_f26,time_f27,time_f28,time_f29,time_f30,time_f31,time_f32,time_f33,time_f34,time_f35,time_f36,time_f37,time_f38,time_f39,time_f40,time_f41,time_f42,time_f43,time_f44,time_f45,time_f46,time_f47,time_f48,time_f49,time_f50,time_f51,time_f52,time_f53,time_f54,time_f55,time_f56,freq_f1,freq_f2,freq_f3,freq_f4,freq_f5,freq_f6,freq_f7,freq_f8,freq_f9,freq_f10,freq_f11,freq_f12,freq_f13,freq_f14,freq_f15,freq_f16,freq_f17,freq_f18,freq_f19,freq_f20,freq_f21,freq_f22,freq_f23,freq_f24,freq_f25,freq_f26,freq_f27,freq_f28,freq_f29,freq_f30,freq_f31,freq_f32,freq_f33,freq_f34,freq_f35,freq_f36,freq_f37,freq_f38,freq_f39,freq_f40,freq_f41,freq_f42,freq_f43,freq_f44,freq_f45,freq_f46,freq_f47,freq_f48,msc_f1,msc_f2,msc_f3,msc_f4,msc_f5,msc_f6,msc_f7,msc_f8,msc_f9,msc_f10,msc_f11,msc_f12,msc_f13,msc_f14,msc_f15,msc_f16,msc_f17,msc_f18,msc_f19,msc_f20,msc_f21,msc_f22,msc_f23,msc_f24,msc_f25,msc_f26,msc_f27,msc_f28
5,Curv_CCW,1,0.00899,0.01108,0.00012,0.12277,0.538,0.673,12.90173,0.00892,0.01108,0.00012,0.12266,0.5,0.682,12.40263,0.00883,0.01109,0.00012,0.12301,0.507,0.666,12.74869,0.00912,0.0114,0.00013,0.12999,0.486,0.685,13.02759,0.00903,0.01119,0.00012,0.12513,0.498,0.647,12.50682,0.00855,0.01078,0.00012,0.11615,0.523,0.67,12.45662,0.00888,0.01122,0.00013,0.12588,0.481,0.643,12.49633,0.00837,0.01039,0.00011,0.10795,0.519,0.68,11.90167,258.17762,253.90625,410.15625,0.0,3e-05,0.06492,246.88438,250.0,308.59375,0.0,3e-05,0.0971,256.81136,253.90625,312.5,0.0,3e-05,0.06584,248.67729,242.1875,449.21875,0.0,3e-05,0.10615,243.02349,238.28125,3.90625,0.0,3e-05,0.06143,260.38256,261.71875,234.375,0.0,3e-05,0.07908,244.55383,242.1875,308.59375,0.0,3e-05,0.0741,250.72552,253.90625,351.5625,0.0,3e-05,0.07891,0.3279,0.31182,0.34109,0.34988,0.3314,0.36209,0.30489,0.3338,0.369,0.35582,0.34998,0.33239,0.34801,0.34681,0.33024,0.29489,0.37468,0.36034,0.30708,0.35848,0.33049,0.33803,0.34261,0.3509,0.33186,0.33365,0.34265,0.32993
5,Curv_CCW,1,0.00918,0.01137,0.00013,0.12936,0.511,0.674,13.1406,0.00882,0.01088,0.00012,0.11828,0.5,0.665,12.16755,0.00877,0.01092,0.00012,0.11915,0.481,0.668,12.15064,0.00899,0.01122,0.00013,0.12596,0.495,0.672,12.68622,0.009,0.01131,0.00013,0.12803,0.501,0.645,12.76233,0.0085,0.01071,0.00011,0.1146,0.506,0.671,12.34495,0.0087,0.01087,0.00012,0.11811,0.497,0.649,12.22,0.0085,0.01059,0.00011,0.11221,0.509,0.664,11.97858,256.63784,257.8125,292.96875,0.0,3e-05,0.07491,243.59981,250.0,42.96875,0.0,3e-05,0.11196,245.44066,234.375,207.03125,0.0,3e-05,0.07597,247.69872,242.1875,42.96875,0.0,3e-05,0.10016,256.27302,257.8125,382.8125,0.0,3e-05,0.07682,260.57033,257.8125,359.375,0.0,3e-05,0.06446,244.52876,226.5625,46.875,0.0,3e-05,0.08239,246.92661,253.90625,351.5625,0.0,3e-05,0.0846,0.32992,0.31651,0.34527,0.35465,0.31599,0.31532,0.36258,0.31853,0.34535,0.33323,0.34502,0.32526,0.31991,0.3453,0.33029,0.35127,0.34585,0.33373,0.2909,0.34891,0.33631,0.33026,0.36006,0.33293,0.34835,0.34489,0.33119,0.33812
5,Curv_CCW,1,0.0091,0.01131,0.00013,0.12781,0.487,0.672,12.79366,0.00872,0.01075,0.00012,0.11546,0.491,0.65,11.91732,0.00886,0.01097,0.00012,0.1203,0.484,0.659,12.28436,0.00887,0.0112,0.00013,0.12545,0.518,0.655,12.59788,0.00877,0.01105,0.00012,0.122,0.505,0.66,12.55018,0.00868,0.01072,0.00011,0.11496,0.514,0.668,12.30601,0.00852,0.01056,0.00011,0.11154,0.501,0.67,11.93448,0.00866,0.01091,0.00012,0.11907,0.475,0.631,11.77973,241.37365,238.28125,23.4375,0.0,3e-05,0.10033,244.54273,261.71875,355.46875,0.0,3e-05,0.08904,248.49845,234.375,183.59375,0.0,3e-05,0.06495,255.23404,250.0,39.0625,0.0,3e-05,0.0881,261.19291,261.71875,449.21875,0.0,3e-05,0.07879,267.2694,265.625,417.96875,0.0,3e-05,0.04855,250.508,246.09375,378.90625,0.0,3e-05,0.0851,236.37775,226.5625,304.6875,0.0,3e-05,0.08815,0.32673,0.36164,0.3284,0.34518,0.37324,0.35194,0.33696,0.35229,0.33012,0.32524,0.34558,0.32739,0.35408,0.34745,0.34075,0.32897,0.34044,0.35544,0.34176,0.35464,0.35218,0.30574,0.38306,0.33378,0.32975,0.32001,0.34823,0.34303
5,Curv_CCW,1,0.00888,0.01098,0.00012,0.12064,0.514,0.683,12.44575,0.00894,0.01118,0.00012,0.12505,0.486,0.66,12.59861,0.0086,0.01069,0.00011,0.11437,0.515,0.684,12.44307,0.00913,0.01133,0.00013,0.12846,0.52,0.669,12.97289,0.00879,0.01084,0.00012,0.11756,0.493,0.675,12.16316,0.00873,0.01075,0.00012,0.11562,0.516,0.675,12.26203,0.00867,0.01083,0.00012,0.11725,0.503,0.67,12.44196,0.00881,0.0111,0.00012,0.12311,0.478,0.65,11.90887,255.50079,261.71875,429.6875,0.0,3e-05,0.09187,252.64376,261.71875,355.46875,0.0,3e-05,0.07346,260.13057,257.8125,355.46875,0.0,3e-05,0.06265,248.30771,246.09375,195.3125,0.0,3e-05,0.0698,248.0144,238.28125,140.625,0.0,3e-05,0.08109,248.25271,246.09375,250.0,0.0,3e-05,0.07831,258.48231,261.71875,214.84375,0.0,3e-05,0.06428,239.88233,234.375,144.53125,0.0,3e-05,0.08515,0.3491,0.34267,0.34656,0.34086,0.30684,0.32967,0.36497,0.32657,0.33903,0.3171,0.33209,0.35361,0.3329,0.35267,0.36305,0.33788,0.33034,0.34958,0.34203,0.32062,0.32979,0.32534,0.33141,0.3476,0.35743,0.35358,0.31453,0.31093
5,Curv_CCW,1,0.00891,0.01108,0.00012,0.12277,0.491,0.666,12.32589,0.00881,0.011,0.00012,0.12098,0.498,0.668,12.55369,0.00886,0.01101,0.00012,0.12128,0.514,0.676,12.64491,0.00915,0.01134,0.00013,0.12857,0.493,0.668,12.76407,0.00846,0.01069,0.00011,0.11436,0.508,0.651,11.88787,0.00869,0.01076,0.00012,0.1158,0.502,0.667,12.24904,0.00871,0.01094,0.00012,0.11962,0.503,0.674,12.56267,0.00911,0.01128,0.00013,0.12726,0.471,0.67,12.39077,238.07285,230.46875,7.8125,0.0,3e-05,0.1034,253.45282,257.8125,175.78125,0.0,3e-05,0.06159,249.02456,242.1875,398.4375,0.0,3e-05,0.05732,249.16347,246.09375,109.375,0.0,3e-05,0.1002,251.05905,242.1875,140.625,0.0,3e-05,0.06218,247.41689,250.0,316.40625,0.0,3e-05,0.09861,260.06789,269.53125,156.25,0.0,3e-05,0.07895,235.54,234.375,113.28125,0.0,3e-05,0.09268,0.33365,0.34709,0.35075,0.31401,0.35782,0.35181,0.36691,0.35043,0.38825,0.35812,0.32105,0.33107,0.34022,0.32149,0.35404,0.31753,0.33477,0.34463,0.3215,0.34549,0.31249,0.36852,0.34745,0.35065,0.33108,0.34955,0.29909,0.34575
5,Curv_CCW,1,0.00891,0.01116,0.00012,0.12451,0.49,0.669,12.66875,0.00871,0.01074,0.00012,0.11534,0.512,0.665,12.30335,0.009,0.01122,0.00013,0.1258,0.489,0.656,12.49523,0.00891,0.01117,0.00012,0.12484,0.49,0.659,12.43469,0.00846,0.01075,0.00012,0.11557,0.528,0.661,12.34312,0.00857,0.01077,0.00012,0.1159,0.486,0.634,11.72479,0.00863,0.01082,0.00012,0.11715,0.509,0.683,12.23899,0.00898,0.01101,0.00012,0.12118,0.478,0.638,12.04455,259.41432,250.0,300.78125,0.0,3e-05,0.04611,262.87308,269.53125,433.59375,0.0,3e-05,0.07309,254.88729,253.90625,121.09375,0.0,3e-05,0.06986,253.48325,265.625,46.875,0.0,3e-05,0.09958,260.83471,269.53125,230.46875,0.0,3e-05,0.07551,234.44978,226.5625,316.40625,0.0,3e-05,0.10057,253.58933,261.71875,23.4375,0.0,3e-05,0.0937,232.68716,230.46875,414.0625,0.0,3e-05,0.08606,0.35504,0.38367,0.36533,0.34667,0.36393,0.3194,0.31442,0.3678,0.35341,0.34334,0.32343,0.34,0.32129,0.3474,0.3281,0.36574,0.36813,0.30889,0.36343,0.32942,0.33392,0.32873,0.33142,0.34252,0.33944,0.33833,0.34256,0.30977
5,Curv_CCW,1,0.00833,0.0105,0.00011,0.11018,0.501,0.672,11.88938,0.00872,0.01081,0.00012,0.11681,0.522,0.672,12.4377,0.00898,0.01112,0.00012,0.12356,0.495,0.673,12.62003,0.00868,0.0109,0.00012,0.11888,0.493,0.67,12.24723,0.00889,0.01112,0.00012,0.12376,0.469,0.657,12.41347,0.0085,0.01075,0.00012,0.11554,0.494,0.637,11.74631,0.00859,0.01061,0.00011,0.11259,0.52,0.679,12.25098,0.00873,0.01087,0.00012,0.11822,0.484,0.621,11.95371,251.47708,250.0,386.71875,0.0,3e-05,0.0662,256.30747,261.71875,488.28125,0.0,3e-05,0.08496,254.48646,253.90625,429.6875,0.0,3e-05,0.08875,257.30313,269.53125,468.75,0.0,3e-05,0.09709,257.98363,257.8125,363.28125,0.0,3e-05,0.05742,237.51348,226.5625,117.1875,0.0,3e-05,0.09675,255.8384,265.625,277.34375,0.0,3e-05,0.09552,243.52969,246.09375,355.46875,0.0,3e-05,0.083,0.33834,0.36215,0.33178,0.32947,0.35157,0.32983,0.31912,0.31453,0.32624,0.34192,0.35783,0.34051,0.33619,0.32168,0.32226,0.38789,0.34288,0.35706,0.33216,0.34572,0.33961,0.33036,0.33681,0.36088,0.35289,0.34253,0.32599,0.32227
5,Curv_CCW,1,0.00815,0.01034,0.00011,0.10697,0.505,0.669,11.68346,0.0087,0.0109,0.00012,0.11888,0.516,0.674,12.14913,0.0087,0.01085,0.00012,0.11763,0.503,0.68,12.2723,0.00895,0.01116,0.00012,0.12458,0.495,0.656,12.56853,0.00892,0.01119,0.00013,0.12523,0.456,0.648,12.1782,0.00881,0.01101,0.00012,0.12132,0.494,0.663,12.34501,0.0088,0.01097,0.00012,0.12032,0.509,0.661,12.56778,0.00865,0.01087,0.00012,0.11811,0.503,0.657,12.24827,247.8336,246.09375,191.40625,0.0,3e-05,0.08839,250.86223,250.0,460.9375,0.0,3e-05,0.08659,251.17256,246.09375,371.09375,0.0,3e-05,0.07652,251.27583,250.0,429.6875,0.0,3e-05,0.09462,234.26596,226.5625,285.15625,0.0,3e-05,0.08604,248.02634,257.8125,121.09375,0.0,3e-05,0.06622,255.085,265.625,339.84375,0.0,3e-05,0.07614,247.48133,253.90625,355.46875,0.0,3e-05,0.07828,0.34952,0.31657,0.35672,0.32876,0.32086,0.33011,0.34894,0.34595,0.35116,0.33288,0.33297,0.30504,0.33716,0.34785,0.32458,0.32727,0.34093,0.35681,0.37344,0.32627,0.33367,0.33997,0.3318,0.33424,0.34297,0.34636,0.33279,0.35632
5,Curv_CCW,1,0.00876,0.01107,0.00012,0.12251,0.5,0.659,12.13401,0.00866,0.01096,0.00012,0.12012,0.51,0.65,12.07093,0.00859,0.01084,0.00012,0.11741,0.493,0.668,11.76128,0.00897,0.01122,0.00013,0.12595,0.492,0.653,12.46756,0.00877,0.01081,0.00012,0.11691,0.498,0.67,12.14136,0.00895,0.0111,0.00012,0.12321,0.505,0.67,12.62503,0.0088,0.01111,0.00012,0.12343,0.518,0.657,12.76059,0.00869,0.0109,0.00012,0.11886,0.51,0.677,12.24798,240.93857,242.1875,101.5625,0.0,3e-05,0.06651,239.63128,242.1875,253.90625,0.0,3e-05,0.10235,246.2161,238.28125,78.125,0.0,3e-05,0.08448,243.12735,234.375,351.5625,0.0,3e-05,0.10622,249.72818,253.90625,273.4375,0.0,3e-05,0.0775,253.4283,269.53125,31.25,0.0,3e-05,0.0859,254.52796,253.90625,62.5,0.0,3e-05,0.06431,251.9568,253.90625,320.3125,0.0,3e-05,0.07532,0.3315,0.3252,0.32583,0.35235,0.33308,0.35566,0.34859,0.35095,0.37449,0.32968,0.37703,0.32119,0.33185,0.3294,0.31468,0.3237,0.33755,0.39816,0.32625,0.3551,0.37131,0.35316,0.3323,0.34742,0.34406,0.35766,0.34427,0.32191
5,Curv_CCW,1,0.00913,0.01134,0.00013,0.12859,0.497,0.652,12.37063,0.00815,0.01032,0.00011,0.10651,0.502,0.641,11.52698,0.00896,0.0114,0.00013,0.12985,0.484,0.651,12.54969,0.0087,0.01093,0.00012,0.11936,0.489,0.661,11.96927,0.00889,0.01096,0.00012,0.12004,0.521,0.666,12.57595,0.00867,0.01087,0.00012,0.11812,0.525,0.663,12.56436,0.00902,0.01121,0.00013,0.1257,0.512,0.658,12.95694,0.00895,0.01123,0.00013,0.12607,0.496,0.675,12.55838,229.99701,226.5625,15.625,0.0,3e-05,0.10271,251.81122,242.1875,195.3125,0.0,3e-05,0.08988,238.37062,234.375,15.625,0.0,3e-05,0.09992,237.47586,234.375,199.21875,0.0,3e-05,0.10012,258.17088,273.4375,160.15625,0.0,3e-05,0.07516,258.06424,257.8125,371.09375,0.0,3e-05,0.06914,256.25646,265.625,269.53125,0.0,3e-05,0.06874,247.79177,234.375,441.40625,0.0,3e-05,0.09392,0.33622,0.35644,0.35143,0.32865,0.35071,0.33274,0.36554,0.34752,0.31122,0.35118,0.34074,0.32637,0.30234,0.3494,0.34755,0.36498,0.35489,0.37744,0.32527,0.33218,0.35454,0.32514,0.33925,0.33502,0.35248,0.34139,0.33692,0.3469
5,Curv_CCW,1,0.00921,0.01136,0.00013,0.12912,0.507,0.661,12.72373,0.0084,0.01054,0.00011,0.11114,0.496,0.662,11.61109,0.00886,0.01127,0.00013,0.12708,0.514,0.659,12.91435,0.00886,0.01112,0.00012,0.12367,0.519,0.661,12.48258,0.00908,0.01135,0.00013,0.12893,0.526,0.676,13.00393,0.00866,0.01097,0.00012,0.12039,0.492,0.648,12.28246,0.00919,0.01137,0.00013,0.12917,0.495,0.669,12.84661,0.00904,0.01137,0.00013,0.12931,0.508,0.675,12.9299,241.18138,246.09375,15.625,0.0,3e-05,0.11717,240.80419,230.46875,101.5625,0.0,3e-05,0.06671,254.46967,246.09375,394.53125,0.0,3e-05,0.0669,249.18644,250.0,414.0625,0.0,3e-05,0.08397,249.12692,253.90625,19.53125,0.0,3e-05,0.09125,247.63373,246.09375,58.59375,0.0,3e-05,0.06073,238.61021,242.1875,355.46875,0.0,3e-05,0.07707,245.13254,234.375,238.28125,0.0,3e-05,0.08069,0.36462,0.31581,0.33758,0.35997,0.32521,0.33914,0.3486,0.32769,0.32867,0.36336,0.35272,0.34124,0.31501,0.35697,0.30681,0.34523,0.33195,0.33776,0.31446,0.32541,0.31345,0.34345,0.35237,0.37995,0.33961,0.30053,0.34758,0.36065
5,Curv_CCW,1,0.00901,0.01117,0.00012,0.12486,0.503,0.654,12.34703,0.00899,0.01119,0.00012,0.12533,0.507,0.673,12.56554,0.00872,0.011,0.00012,0.12109,0.517,0.675,12.38281,0.00904,0.01142,0.00013,0.13041,0.516,0.658,13.08341,0.00898,0.01109,0.00012,0.12301,0.505,0.664,12.60306,0.00863,0.01095,0.00012,0.11991,0.468,0.663,12.10027,0.00907,0.01132,0.00013,0.12811,0.494,0.673,12.70339,0.00887,0.0112,0.00013,0.12553,0.502,0.668,12.63889,237.81035,234.375,15.625,0.0,3e-05,0.10572,246.60738,250.0,132.8125,0.0,3e-05,0.06561,253.70926,250.0,144.53125,0.0,3e-05,0.07215,253.85158,257.8125,417.96875,0.0,3e-05,0.06467,257.53586,250.0,437.5,0.0,3e-05,0.06254,246.71788,253.90625,316.40625,0.0,3e-05,0.08111,250.08737,257.8125,453.125,0.0,3e-05,0.09336,252.78157,242.1875,476.5625,0.0,3e-05,0.06752,0.34172,0.31865,0.37051,0.35388,0.32199,0.34228,0.31672,0.35791,0.33012,0.35509,0.33553,0.33226,0.35476,0.33324,0.34673,0.35608,0.34886,0.31704,0.37031,0.32134,0.34928,0.38297,0.31168,0.34105,0.35854,0.3468,0.35875,0.36807
5,Curv_CCW,1,0.00867,0.01091,0.00012,0.11893,0.492,0.642,11.9028,0.00851,0.01062,0.00011,0.11289,0.511,0.683,12.12232,0.00858,0.01087,0.00012,0.11805,0.513,0.675,12.33708,0.00926,0.01149,0.00013,0.1321,0.508,0.669,13.15264,0.00873,0.01086,0.00012,0.11786,0.459,0.651,12.04745,0.0087,0.01094,0.00012,0.11962,0.461,0.668,12.27289,0.0092,0.01146,0.00013,0.13143,0.493,0.662,12.82556,0.00881,0.01111,0.00012,0.12334,0.511,0.662,12.58582,242.97947,234.375,316.40625,0.0,3e-05,0.07329,248.7774,246.09375,238.28125,0.0,3e-05,0.0737,250.73507,250.0,347.65625,0.0,3e-05,0.06196,247.97073,250.0,117.1875,0.0,3e-05,0.06887,244.18365,250.0,355.46875,0.0,3e-05,0.08401,252.90385,265.625,273.4375,0.0,3e-05,0.07358,243.63303,238.28125,93.75,0.0,3e-05,0.09058,254.78194,261.71875,261.71875,0.0,3e-05,0.07804,0.33915,0.30277,0.364,0.3184,0.3467,0.3724,0.35217,0.323,0.35613,0.34266,0.3393,0.36834,0.35159,0.33363,0.32498,0.32758,0.3189,0.32593,0.35399,0.36046,0.35556,0.32931,0.33915,0.34953,0.37001,0.31566,0.35022,0.33917
5,Curv_CCW,1,0.00843,0.01076,0.00012,0.11572,0.493,0.65,11.93935,0.00859,0.01071,0.00011,0.11461,0.501,0.679,12.0131,0.00848,0.01073,0.00012,0.11524,0.507,0.678,12.17407,0.0093,0.01149,0.00013,0.13202,0.509,0.688,12.99617,0.00862,0.01098,0.00012,0.12066,0.466,0.657,12.01762,0.00868,0.01079,0.00012,0.11633,0.472,0.667,12.27319,0.00904,0.01127,0.00013,0.12705,0.524,0.683,12.96918,0.00878,0.01097,0.00012,0.12043,0.519,0.655,12.64279,243.75904,238.28125,378.90625,0.0,3e-05,0.07963,249.37806,246.09375,394.53125,0.0,3e-05,0.07671,241.77248,234.375,97.65625,0.0,3e-05,0.0753,241.86646,246.09375,441.40625,0.0,3e-05,0.10884,237.57705,242.1875,292.96875,0.0,3e-05,0.08265,259.47738,261.71875,242.1875,0.0,3e-05,0.05726,252.23263,265.625,312.5,0.0,3e-05,0.07931,257.45424,257.8125,324.21875,0.0,3e-05,0.07588,0.34754,0.34012,0.36321,0.34553,0.32464,0.32738,0.33932,0.33783,0.34085,0.35189,0.31879,0.31802,0.35576,0.36324,0.31114,0.36358,0.3307,0.33424,0.3618,0.33621,0.35944,0.33991,0.32128,0.32581,0.30158,0.35899,0.36051,0.3824
5,Curv_CCW,1,0.00848,0.01063,0.00011,0.11294,0.497,0.658,12.03845,0.00885,0.01103,0.00012,0.12161,0.503,0.669,12.44356,0.00907,0.01135,0.00013,0.1288,0.484,0.682,12.71588,0.00869,0.01093,0.00012,0.11951,0.499,0.698,12.43864,0.00856,0.01085,0.00012,0.11779,0.502,0.661,12.09248,0.00853,0.01075,0.00012,0.11558,0.506,0.67,12.24411,0.00886,0.01113,0.00012,0.12393,0.51,0.689,12.83832,0.00869,0.01083,0.00012,0.11719,0.502,0.661,12.1914,260.65899,265.625,378.90625,0.0,3e-05,0.08166,250.33448,257.8125,390.625,0.0,3e-05,0.09748,252.73866,257.8125,367.1875,0.0,3e-05,0.07632,252.99018,253.90625,175.78125,0.0,3e-05,0.08791,252.20876,265.625,296.875,0.0,3e-05,0.07663,253.36866,250.0,93.75,0.0,3e-05,0.05863,258.42434,273.4375,457.03125,0.0,3e-05,0.06963,257.5078,261.71875,351.5625,0.0,3e-05,0.08295,0.31886,0.33339,0.35592,0.34221,0.34177,0.3284,0.31678,0.32811,0.33041,0.33394,0.34626,0.36514,0.34819,0.33341,0.33974,0.35655,0.30663,0.32337,0.36192,0.33158,0.33883,0.35072,0.3384,0.36591,0.33929,0.35036,0.35088,0.35657
5,Curv_CCW,1,0.00885,0.0109,0.00012,0.11883,0.514,0.679,12.52048,0.00879,0.011,0.00012,0.12108,0.513,0.678,12.5273,0.00928,0.01147,0.00013,0.13148,0.487,0.693,12.97976,0.00856,0.01084,0.00012,0.11747,0.477,0.671,12.07605,0.00892,0.01119,0.00013,0.12516,0.504,0.679,12.63265,0.00884,0.01113,0.00012,0.12377,0.531,0.674,12.95257,0.00881,0.01104,0.00012,0.1219,0.497,0.693,12.69339,0.00895,0.01115,0.00012,0.12426,0.484,0.665,12.36349,262.28869,269.53125,308.59375,0.0,3e-05,0.08721,251.40349,257.8125,410.15625,0.0,3e-05,0.08788,254.69941,257.8125,382.8125,0.0,3e-05,0.07732,255.66713,257.8125,191.40625,0.0,3e-05,0.06927,245.24099,242.1875,359.375,0.0,3e-05,0.10151,259.54929,257.8125,328.125,0.0,3e-05,0.0568,254.1031,253.90625,339.84375,0.0,3e-05,0.07635,244.18563,238.28125,226.5625,0.0,3e-05,0.08892,0.36521,0.36352,0.36443,0.36155,0.34613,0.34581,0.38511,0.34603,0.32311,0.33956,0.33236,0.33052,0.35413,0.34764,0.38084,0.35435,0.3347,0.33613,0.32607,0.31242,0.3213,0.36438,0.33188,0.34715,0.31032,0.32172,0.35134,0.34417
5,Curv_CCW,1,0.00878,0.01102,0.00012,0.12136,0.514,0.689,12.64268,0.00849,0.01067,0.00011,0.11392,0.538,0.685,12.41432,0.00905,0.01119,0.00013,0.1252,0.49,0.702,12.84227,0.00889,0.0111,0.00012,0.12325,0.479,0.648,12.28956,0.00922,0.01144,0.00013,0.13091,0.525,0.684,13.20704,0.00873,0.01086,0.00012,0.11788,0.55,0.698,12.97035,0.00867,0.01068,0.00011,0.114,0.503,0.69,12.43105,0.00874,0.01096,0.00012,0.12006,0.475,0.649,12.09873,255.02986,250.0,406.25,0.0,3e-05,0.06904,262.61119,273.4375,410.15625,0.0,3e-05,0.07763,259.66944,265.625,58.59375,0.0,3e-05,0.08232,253.33535,257.8125,492.1875,0.0,3e-05,0.09168,260.79873,273.4375,417.96875,0.0,4e-05,0.07146,265.69856,277.34375,402.34375,0.0,3e-05,0.0663,267.83554,285.15625,496.09375,0.0,3e-05,0.06791,240.90082,226.5625,226.5625,0.0,3e-05,0.08348,0.34932,0.32745,0.35606,0.3518,0.34237,0.38349,0.33618,0.32655,0.33418,0.32296,0.31896,0.32681,0.35931,0.31325,0.32818,0.35817,0.34377,0.3586,0.36268,0.33773,0.36348,0.3447,0.34005,0.35202,0.38162,0.35871,0.39941,0.31318
5,Curv_CCW,1,0.00857,0.01094,0.00012,0.11977,0.493,0.683,12.31363,0.00838,0.01057,0.00011,0.11178,0.527,0.68,12.10575,0.00913,0.01141,0.00013,0.13016,0.488,0.677,12.81375,0.00877,0.01096,0.00012,0.12016,0.479,0.651,11.94049,0.00896,0.011,0.00012,0.12094,0.523,0.664,12.66902,0.00855,0.01065,0.00011,0.11337,0.536,0.695,12.58647,0.00904,0.01104,0.00012,0.12181,0.507,0.666,12.77845,0.00853,0.01077,0.00012,0.11604,0.483,0.633,11.7282,249.95434,250.0,148.4375,0.0,3e-05,0.0705,268.82517,277.34375,441.40625,0.0,3e-05,0.06166,248.48673,238.28125,7.8125,0.0,3e-05,0.06953,245.76296,230.46875,480.46875,0.0,3e-05,0.08009,254.70513,257.8125,363.28125,0.0,3e-05,0.08166,269.60637,285.15625,343.75,0.0,3e-05,0.06953,268.27185,273.4375,488.28125,0.0,3e-05,0.06298,238.92444,230.46875,121.09375,0.0,3e-05,0.0675,0.32496,0.30165,0.33736,0.34169,0.33145,0.36226,0.35175,0.36686,0.33932,0.34328,0.36211,0.3183,0.32218,0.34156,0.34036,0.32431,0.34692,0.33131,0.29956,0.33949,0.36368,0.34413,0.33779,0.32857,0.32445,0.33344,0.36281,0.32683
5,Curv_CCW,1,0.00897,0.01124,0.00013,0.12642,0.504,0.677,12.75298,0.00879,0.01106,0.00012,0.12241,0.512,0.675,12.53575,0.00881,0.01117,0.00012,0.12471,0.487,0.656,12.07927,0.00841,0.01067,0.00011,0.11393,0.492,0.655,11.68366,0.00858,0.01054,0.00011,0.11119,0.501,0.652,12.00635,0.00891,0.01124,0.00013,0.12623,0.517,0.669,12.87043,0.00908,0.01124,0.00013,0.12631,0.495,0.663,12.80338,0.0089,0.01125,0.00013,0.12665,0.498,0.653,12.13307,250.16632,257.8125,335.9375,0.0,3e-05,0.07937,252.56326,253.90625,42.96875,0.0,3e-05,0.09557,241.42279,230.46875,468.75,0.0,3e-05,0.08559,243.00264,234.375,128.90625,0.0,3e-05,0.09236,251.85009,257.8125,421.875,0.0,3e-05,0.07982,248.06917,238.28125,93.75,0.0,3e-05,0.06758,258.22358,257.8125,492.1875,0.0,3e-05,0.06612,232.84164,222.65625,19.53125,0.0,3e-05,0.10762,0.31579,0.32227,0.35618,0.35266,0.32075,0.34841,0.33936,0.35975,0.33617,0.32877,0.34382,0.35264,0.33029,0.30384,0.30638,0.33844,0.32092,0.34201,0.34207,0.34506,0.33646,0.38373,0.32585,0.35507,0.33225,0.36539,0.34665,0.32345
5,Curv_CCW,1,0.00882,0.01103,0.00012,0.12157,0.513,0.669,12.6826,0.00847,0.01072,0.00011,0.11482,0.513,0.671,12.13661,0.00854,0.0107,0.00011,0.1144,0.489,0.65,11.56096,0.0084,0.01051,0.00011,0.11056,0.491,0.664,11.74718,0.00859,0.01071,0.00011,0.11474,0.482,0.659,12.06586,0.00872,0.01098,0.00012,0.12049,0.507,0.652,12.32713,0.00902,0.0113,0.00013,0.12771,0.464,0.653,12.41883,0.00916,0.01147,0.00013,0.13154,0.508,0.682,12.75178,266.12686,281.25,335.9375,0.0,3e-05,0.07069,257.19998,265.625,273.4375,0.0,3e-05,0.0746,237.64228,234.375,304.6875,0.0,3e-05,0.09672,247.70412,242.1875,476.5625,0.0,3e-05,0.09093,258.54674,273.4375,421.875,0.0,3e-05,0.06501,248.45007,238.28125,89.84375,0.0,3e-05,0.05863,246.14517,238.28125,54.6875,0.0,3e-05,0.06109,249.98591,246.09375,195.3125,0.0,3e-05,0.0908,0.34519,0.34902,0.36221,0.34151,0.3275,0.32141,0.3639,0.33426,0.3399,0.33452,0.3688,0.34858,0.30592,0.32536,0.32596,0.32781,0.35162,0.347,0.33703,0.31335,0.34053,0.37108,0.34684,0.33872,0.3448,0.33739,0.3441,0.33415
